pr_id,pr_title,pr_author,state,created_at,merged_at,body
64830,BUG: fix iloc setitem with nullable EA dtype Series/Index (#47776),jbrockmendel,closed,2026-03-24T21:38:24Z,2026-03-25T16:17:49Z,"## Summary
- Fixed `np_can_hold_element` raising `AttributeError` when a `Series` or `Index` with a nullable EA dtype (e.g. `Int64`, `Float64`, `boolean`) is passed as the element, because `_hasna` is an attribute of `ExtensionArray`, not `Series`/`Index`.
- The float and boolean branches were missing the `element._values` unwrapping that the integer branch already had; additionally, all three branches now also handle `Index`.
- User-facing repro: `df.iloc[:, 0] = Series([4, 5, 6], dtype=""Int64"")` into a `float64` column raises `AttributeError: 'Series' object has no attribute '_hasna'`.

closes #47776

## Test plan
- [x] Added unit tests for `can_hold_element` with EA-dtype Series (with and without NA)
- [x] Added user-facing test for `df.iloc` setitem with EA-dtype Series and Index
- [x] Existing tests pass (`test_can_hold_element`, `test_setitem`, `test_indexing`, `test_shift`)
- [x] Pre-commit hooks pass

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64829,TST: xfail test_no_track_times with HDF5 >= 2,jbrockmendel,closed,2026-03-24T20:58:06Z,2026-03-24T22:58:45Z,"## Summary
- conda-forge updated `hdf5` from 1.14.6 to 2.1.0 on 2026-03-24, causing `test_no_track_times` to fail on all Ubuntu CI jobs
- `track_times=False` no longer produces byte-for-byte deterministic HDF5 files with HDF5 2.x
- The test creates two files with `track_times=False` one second apart and asserts identical checksums; this passes with HDF5 1.14.x but fails with 2.1.0
- xfail the test conditional on `tables.hdf5_version >= 2`

## Test plan
- [x] Test passes locally with HDF5 1.14.6 (xfail condition is False, test runs normally)
- [ ] CI with HDF5 2.1.0 should show test as xfail instead of failure

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64827,BUG: fix min_rows not respected when max_rows=None in to_string,BillionClaw,closed,2026-03-24T16:32:30Z,,"## Description
When DataFrame.to_string(min_rows=N) is called without specifying max_rows, the min_rows parameter was not being applied because _adjust_max_rows checked 'if max_rows:' which evaluates to False when max_rows=None.

This caused inconsistent behavior where min_rows=1 showed 5 rows (first 5) instead of 1, while min_rows=2 worked correctly.

## Fix
Change 'if max_rows:' to 'if max_rows is not None:' in _adjust_max_rows to properly handle the None case.

## Changes
- pandas/io/formats/format.py: Fix condition in _adjust_max_rows
- pandas/tests/io/formats/test_format.py: Add test cases for GH#64824

## Testing
Added parametrized test cases covering the scenario where max_rows=None and min_rows is set.

Fixes pandas-dev/pandas#64824"
64826,BUG: Fix ValueError when plotting DataFrame with descending DatetimeI…,anubhav9369,closed,2026-03-24T14:33:11Z,,"- [x] closes #64819
- [x] Tests added and passed if fixing a bug or adding a new feature
- [x] All code checks passed  
- [x] Added type annotations to new arguments/methods/functions.
- [x] Added an entry in the latest `doc/source/whatsnew/v3.1.0.rst` file if fixing a bug or adding a new feature.
- [x] I have reviewed and followed all the contribution guidelines
- [x] If I used AI to develop this pull request, I prompted it to follow `AGENTS.md`."
64822,BUG: Fix __getitem__ KeyError for np.True_/np.False_ column keys,alvinttang,closed,2026-03-24T07:54:29Z,,"## Summary

Fixes #64749.

The fix in #64639 added `PyBool_Check(a) != PyBool_Check(b)` to the `pyobject_cmp` function in `khash_python.h` to distinguish Python `bool` from Python `int`. However, `np.True_` and `np.False_` are numpy bool scalars — `PyBool_Check(np.True_)` returns 0 — so they were incorrectly treated as unequal to Python `True`/`False`, breaking hash-table lookups for columns created with numpy bool keys.

**Root cause:** `PyBool_Check(True) = 1` but `PyBool_Check(np.True_) = 0`, so `PyBool_Check(a) != PyBool_Check(b)` fires and returns 0 (not equal) even though `np.True_ == True` should hold.

**Fix:** Narrow the guard by also requiring `PyLong_CheckExact(a) || PyLong_CheckExact(b)`. This ensures the short-circuit only applies when the non-bool side is a Python `int`. Numpy bool scalars are neither `PyBool` nor `PyLong`, so they fall through to `PyObject_RichCompareBool`, which correctly handles `np.True_ == True`.

## Changes

- `pandas/_libs/include/pandas/vendored/klib/khash_python.h`: add `PyLong_CheckExact` guard to the `PyBool_Check` condition
- `pandas/tests/frame/indexing/test_getitem.py`: add `TestGetitemNumpyBool` with 4 tests
- `doc/source/whatsnew/v3.1.0.rst`: add entry under Indexing bugs

## Test plan

- [ ] `test_getitem_nptrue_column_with_true` — `df[True]` on a `{True: ...}` DataFrame works
- [ ] `test_getitem_nptrue_column_after_concat` — exact repro from the issue (concat then index)
- [ ] `test_getitem_npfalse_column_with_false` — same for `np.False_`/`False`
- [ ] `test_getitem_bool_int_still_distinct` — GH#62888 regression guard: Python `True` and `1` remain distinct column keys

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64821,"BUG: C engine read_csv silently casts ""1 ,"" to int when thousands="",""",alvinttang,closed,2026-03-24T07:52:30Z,,"## Summary

Fixes #64655.

The C CSV parser's `str_to_int64` / `str_to_uint64` called
`copy_string_without_char` to strip **all** occurrences of the thousands
separator before handing the string to `strtoll` / `strtoull`. This caused a
value like `""1 ,""` to have its trailing comma removed, leaving `""1 ""` whose
trailing space was then consumed by the whitespace-skip loop, so the value
was silently returned as integer `1` instead of being kept as the string
`""1 ,""`.

The Python engine correctly returns `""1 ,""` as a string.

## Root cause

```c
// Before fix – strips ALL commas, including non-separator ones
copy_string_without_char(buffer, p, str_len, tsep);
```

## Fix

Added `copy_string_without_tsep`, which only removes a `tsep` character when
it appears **between two digit characters** (the only positions where it is a
genuine thousands separator, e.g. the comma in `""1,000""`). A `tsep` that is
not digit-flanked on both sides is kept in the buffer; the `endptr` check in
`strtoll` / `strtoull` then detects leftover characters and raises
`ERROR_INVALID_CHARS`, causing the value to fall through to string dtype.

This matches the behaviour of `precise_xstrtod`, which already skips `tsep`
only immediately after a digit character.

## Test plan

- [ ] Added `test_trailing_thousands_sep_not_converted_to_int` in
      `pandas/tests/io/parser/test_c_parser_only.py` covering the exact
      reproducer from the issue (`""1 ,""` with `sep="";""`, `thousands="",""`)
- [ ] Existing `test_1000_sep_with_decimal` (both engines) continues to pass —
      legitimate thousands separators such as `""2,334.01""` still parse correctly

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64820,BUG: Fix DataFrame.sum() crash on empty DataFrame with mixed string+numeric columns,alvinttang,closed,2026-03-24T07:51:42Z,,"## Summary

- Fixes `DataFrame.sum()` raising `ValueError: could not convert string to float: ''` on an empty DataFrame that contains both Arrow-backed string columns and numeric columns (#64657)
- Root cause: `DataFrame._reduce()` unconditionally cast the result `out` to `np.float64` for empty DataFrames returning an object-dtype Series from `sum`/`prod`. With `infer_string=True` (the default since pandas 3.0), Arrow-backed string columns produce `""""` as their empty sum, which cannot be cast to float.
- Fix: guard the float64 cast so it only fires when **all** values in `out` are already numeric Python scalars. Non-numeric values (e.g. `""""` from string columns) are left untouched.
- Backward compatible: pure-numeric empty DataFrames still get their result cast to float64 (preserving `test_apply_funcs_over_empty` semantics).

## Checklist

- [x] closes #64657
- [x] Tests added and passed if fixing a bug or adding a new feature
- [x] Added an entry in `doc/source/whatsnew/v3.0.2.rst`

## Test plan

- New test `test_sum_empty_df_mixed_string_numeric` in `pandas/tests/frame/test_reductions.py` reproduces the exact scenario from the issue report and verifies it no longer raises.
- Existing `test_apply_funcs_over_empty` continues to work because all-numeric empty DataFrames still get their result cast to `float64`.

Closes #64657

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64818,BUG: Index.insert silently casts bool to numeric for masked dtypes,jbrockmendel,closed,2026-03-24T01:44:18Z,2026-03-24T16:22:05Z,"## Summary
- Override `BaseMaskedArray.insert` to call `_validate_setitem_value` for non-NA items, so incompatible types (e.g. `bool` into `Float64`) raise `TypeError`
- `Index.insert` already catches `TypeError` and falls back to object dtype, matching the numpy-backed behavior

closes #61709

## Test plan
- [x] `test_insert_bool_into_numeric_ea` — `True`/`False` into `Float64` and `Int64` indexes produce object dtype
- [x] `test_insert_int_into_boolean_ea` — `0`/`1` into `boolean` index produces object dtype
- [x] Existing masked extension insert tests pass (6418 passed)
- [x] Existing index insert tests pass (391 passed)
- [x] Existing coercion tests pass (403 passed)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64817,BUG: fix KeyError when looking up tuple in object Index with duplicates,jbrockmendel,closed,2026-03-24T01:42:10Z,2026-03-25T16:41:33Z,"## Summary
- closes #37800
- `ObjectEngine._get_loc_duplicates` inherited from `IndexEngine` used `ndarray.searchsorted`, which interprets tuples as a sequence of keys instead of a single key, causing `KeyError`
- Added `_bin_search_right` (bisect_right companion to the existing `_bin_search`) and overrode `_get_loc_duplicates` in `ObjectEngine` to use these tuple-safe binary search functions

## Test plan
- [x] Added `test_get_loc_tuple_monotonic_with_duplicates` covering duplicate match (slice), single match (int), and missing key (KeyError)
- [x] Existing index/series/loc tests pass"
64816,BUG: fix DataFrame.where/mask with Series cond and axis=1,jbrockmendel,closed,2026-03-24T01:27:57Z,2026-03-24T16:36:46Z,"## Summary
- Fixed `DataFrame.where`/`DataFrame.mask` raising `TypeError` when `cond` is a `Series` and `axis=1`
- Two bugs: (1) the `cond` Series was always broadcast along axis=0 regardless of the `axis` parameter, and (2) scalar `other` (default `NaN`) was incorrectly flagged for block-level alignment when `axis=1`, causing the block manager to try indexing into a scalar

closes #58190

## Test plan
- [x] Added regression test `test_where_series_cond_with_axis1`
- [x] All 143 existing `test_where.py` tests pass

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64815,TST: test improved error message for non-monotonic DatetimeIndex slicing,jbrockmendel,closed,2026-03-24T01:18:34Z,2026-03-24T16:30:42Z,"## Summary
- Update `test_partial_slice_requires_monotonicity` to verify the improved error message for slicing a non-monotonic `DatetimeIndex` with a `Timestamp` key
- The test previously only matched the raw `Timestamp(...)` repr; now it asserts the descriptive `""non-monotonic index with a missing label""` message

closes #13090

## Test plan
- [x] `test_partial_slice_requires_monotonicity` passes
- [x] Full test suite (143k+ tests) confirms no other tests are affected

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64814,BUG: honor drop_level=False in DataFrame.xs for fully specified MultiIndex keys,jbrockmendel,closed,2026-03-24T01:15:30Z,2026-03-25T00:30:30Z,"## Summary
- Fixes `DataFrame.xs()` ignoring `drop_level=False` when called with a fully specified `MultiIndex` key and no explicit `level=` parameter. Previously returned a Series with levels dropped; now correctly returns a DataFrame with the original index preserved.

closes #6507

## Test plan
- [x] Added `test_xs_full_key_droplevel_false` covering the fix
- [x] All existing xs tests pass
- [x] Full test suite passes (226k+ tests)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64813,TST: add test for datetime.timedelta arithmetic resolution (GH#59656),jbrockmendel,closed,2026-03-24T01:06:52Z,2026-03-24T16:19:14Z,"## Summary
- Adds a test verifying that arithmetic between a `datetime.timedelta` scalar and a numeric `Series` produces `timedelta64[us]` resolution, consistent with `pd.Timedelta(datetime.timedelta(...)).unit`
- The underlying bug (inconsistent resolution between Series construction and scalar arithmetic) has already been fixed on main, but there was no test covering it

closes #59656

## Test plan
- [x] `pytest pandas/tests/arithmetic/test_timedelta64.py::test_timedelta_scalar_numeric_series_resolution` passes

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64812,ERR: clarify error message for multi-char separators with pyarrow engine,jbrockmendel,closed,2026-03-24T00:58:54Z,2026-03-24T16:29:43Z,"## Summary
- The error raised when using `sep=""\s+""` (or any multi-char separator) with `engine=""pyarrow""` previously said: *""does not support regex separators (separators > 1 char and different from '\s+' are interpreted as regex)""*. The parenthetical misleadingly implied `\s+` was exempt, when pyarrow doesn't support it either.
- Updated the message to: *""does not support separators > 1 char, including regex separators""*
- Updated test assertions to match the new message

closes #52554

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64811,PERF: fast path for partial-string indexing on monotonic decreasing DTI,jbrockmendel,closed,2026-03-23T21:52:58Z,2026-03-24T16:56:51Z,"## Summary
- Add a `searchsorted`-based fast path in `_partial_date_slice` for monotonic decreasing `DatetimeIndex`/`PeriodIndex`, matching the existing fast path for monotonic increasing.
- Previously, monotonic decreasing fell through to the mask-based code path returning an `ndarray[intp]`; now it returns a `slice` via `searchsorted` on the reversed array.

## Test plan
- [x] Added parametrized test across 4 freq/key combos verifying correct results and that the indexer is a `slice`
- [x] Added out-of-range `KeyError` test for decreasing index
- [x] All existing partial slicing tests pass (94 tests across datetimes, period, and indexing)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64810,DEPR: warn when NA matches NA in merge,jbrockmendel,closed,2026-03-23T21:45:17Z,,"Another one I'm hoping @rhshadrach will QB.

## Summary
- Deprecates the current behavior where NA values are treated as equal during merge operations (NA matches NA), which is inconsistent with SQL join semantics where `NULL != NULL`
- Emits a `Pandas4Warning` when both sides of a merge have NA values in the join key columns
- Handles all code paths: the main factorize path, the Arrow/pyarrow fast path, and disables the hash join optimization when both sides have NAs (so the warning is emitted from the main path)

closes #32306

## Test plan
- [x] Added `TestMergeNAWarning` class with tests for: warning fires when both sides have NAs, no warning with one-side NAs, no warning with no NAs, all join types, nullable dtypes
- [x] Updated existing tests that rely on NA matching to expect `Pandas4Warning`
- [x] All 1383 merge tests pass with `-W error::pandas.errors.Pandas4Warning`
- [x] Pre-commit hooks pass

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64809,BUG: fix dt64[non_nano] + offsets with sub-unit offset parameter,jbrockmendel,closed,2026-03-23T21:44:05Z,2026-03-25T17:53:29Z,"- closes #56586

## Summary

- Fix `apply_wraps` in `offsets.pyx` to always convert the result to `Timestamp` before calling `.tz_localize()`, preventing `AttributeError` when the `as_unit` conversion is lossy
- Fix `_add_offset` in `datetimes.py` to use the finer resolution between `self.unit` and `offset.offset.unit`, preventing silent truncation of sub-unit precision
- Affects `CustomBusinessDay`, `CustomBusinessMonthBegin`, `CustomBusinessMonthEnd` with non-zero `offset` parameter on non-nano `DatetimeArray`

## Test plan

- [x] New parametrized test `test_add_dt64_non_nano_with_offset_parameter` covering all 3 affected offsets × 2 units
- [x] Existing `test_add_dt64_ndarray_non_nano` (5533 tests) all pass
- [x] Existing `test_datetime64.py` arithmetic suite (13385 tests) all pass
- [x] Pre-commit hooks pass

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64808,"DEPR: deprecate SparseArray sparse_index parameter, add from_indices",jbrockmendel,closed,2026-03-23T21:43:43Z,,"## Summary
- Deprecate the `sparse_index` parameter of `SparseArray.__init__` with a `Pandas4Warning`
- Add `SparseArray.from_indices` classmethod for constructing a SparseArray from sparse values + indices without materializing a dense array
- Migrate all internal callers of `sparse_index=` to `_simple_new()` to avoid triggering the deprecation

closes #43628

## Test plan
- [x] Added `TestFromIndices` class with tests for basic integer, float, bool, block kind, empty, explicit dtype, length mismatch, invalid indices, and deprecation warning
- [x] Updated existing tests that pass `sparse_index=` to wrap with `assert_produces_warning(Pandas4Warning)`
- [x] Full sparse test suite (1603 tests) passes
- [x] Pre-commit hooks pass

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64807,PERF: Vectorize MultiIndex.get_locs for list-like keys,jbrockmendel,closed,2026-03-23T21:39:20Z,2026-03-25T17:54:47Z,"## Summary
- Replace per-element loop in `MultiIndex.get_locs` with vectorized `levels[i].get_indexer` + `algos.isin` for list-like keys
- The level's existing hashtable maps all labels to codes in one call, then a single `algos.isin` pass replaces O(n) full-array scans
- Handles NaN labels (stored as code -1, absent from `levels`) correctly

closes #55786

## Performance

| Case (n=2000) | Before | After | Speedup |
|------|--------|-------|---------|
| `loc[(1, list(range(n)))]` | 860ms | 16ms | ~54x |
| `loc[([1,2], list(range(n)))]` | 1800ms | 16ms | ~113x |
| `loc[(list(range(n)), 1)]` | 48ms | 13ms | ~4x |

## Test plan
- [x] Existing MultiIndex indexing tests pass (2441 tests)
- [x] Added `TestGetLocsListLike` with 5 tests covering: basic vectorized path, NaN labels, NaN+valid mix, missing label KeyError, NaN-not-in-level KeyError
- [x] Pre-commit checks pass

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64806,BUG: fix DatetimeIndex + DateOffset near DST transitions,jbrockmendel,closed,2026-03-23T21:36:16Z,2026-03-25T16:32:10Z,"## Summary
- Fixes vectorized `DatetimeIndex + DateOffset` raising `ValueError` near DST transitions when the offset has only timedelta components (e.g. `DateOffset(hours=-2)`)
- The scalar `Timestamp + DateOffset` path works correctly by operating in UTC; this fix applies the same approach for the vectorized path

closes #28610
closes #43784 

## Test plan
- [x] Added regression test `test_dt64arr_add_dateoffset_near_dst` covering both directions across a DST spring-forward boundary
- [x] All existing datetime arithmetic tests pass (13,389 passed)
- [x] All offset tests pass (5,533 passed)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64805,BUG: fix DatetimeIndex + sub-daily DateOffset inconsistency across DST,jbrockmendel,closed,2026-03-23T21:35:40Z,,"## Summary
- closes #43784
- For sub-daily `DateOffset` (e.g. `DateOffset(hours=3)`) where `_use_relativedelta=False`, `DatetimeArray._add_offset` was stripping the timezone, adding to wall-clock naive values, and re-localizing — giving different results from `Timestamp + DateOffset` (which adds to UTC values) when crossing a DST boundary.
- The fix skips the tz strip/re-localize for these timedelta-based offsets and instead adds directly to the UTC-stored values, matching the Timestamp code path.

## Test plan
- [ ] Added parametrized test `test_dti_add_sub_dateoffset_consistent_with_timestamp_across_dst` covering `hours`, `minutes`, `seconds`, and mixed sub-daily kwargs across a DST transition
- [ ] All existing offset and datetime arithmetic tests pass (17k+ tests)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64804,BUG: fix is_subperiod/is_superperiod identity for M/Q/Y frequencies,jbrockmendel,closed,2026-03-23T21:32:57Z,2026-04-02T17:18:17Z,"## Summary

- `is_subperiod(x, x)` and `is_superperiod(x, x)` incorrectly returned `False` for monthly, quarterly, and annual frequencies while returning `True` for daily and sub-daily frequencies
- This caused same-frequency resampling with M/Q/Y to bypass aggregation (via `asfreq()`), returning raw values instead of aggregation results (e.g. `.count()` returning original values instead of counts)
- Fixes the identity case for annual (with rule month matching), quarterly (with month conformance), and monthly frequencies in both functions

closes #18553

## Test plan

- [x] `test_is_subperiod_identity` — verifies identity returns `True` for all base frequencies
- [x] `test_is_subperiod_anchored_identity` — verifies anchored annual/quarterly variants
- [x] `test_resample_same_freq_aggregation` — verifies `.count()`, `.sum()`, `.mean()` produce correct aggregation results for M/Q/Y
- [x] Full resample and plotting test suites pass

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64802,ENH: Support axis parameter in masked array reductions for 2D arrays,jbrockmendel,closed,2026-03-23T21:30:57Z,2026-04-14T17:33:13Z,"## Summary

- Support 2D arrays with `axis` parameter in `BaseMaskedArray` reductions (`sum`, `prod`, `mean`, `var`, `std`, `min`, `max`)
- Fix `_reductions` and `_minmax` in `masked_reductions.py` to not short-circuit to scalar `NA` when operating on 2D arrays with an axis parameter
- Fix `_wrap_min_count_reduction_result` to respect `skipna=False` when `min_count=0`
- Part of the long-term effort to make `IntegerArray`, `FloatingArray`, and `BooleanArray` support 2D instances

## Test plan

- [x] New `TestReductions2D` class with 31 tests covering axis=0, axis=1, axis=None, skipna=False, min_count, and all-NA column edge cases
- [x] All existing masked array tests pass (1391 passed)
- [x] All existing extension tests for masked arrays pass (6385 passed)
- [x] All DataFrame reduction tests pass (2341 passed)
- [x] 1D behavior verified unchanged

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64801,ENH: use _cast_pointwise_result in ExtensionArray.map,jbrockmendel,closed,2026-03-23T21:28:14Z,2026-04-16T16:17:28Z,"## Summary
- `ExtensionArray.map` now calls `_cast_pointwise_result` on ndarray results from `map_array`, allowing EA subclasses to retain their dtype backend through `map` operations
- `ArrowExtensionArray.map` override is removed entirely since the base class now handles dtype retention via `_cast_pointwise_result`
- `NumpyExtensionArray._cast_pointwise_result` now wraps ndarray results back in `NumpyExtensionArray`, so the base extension `test_map` can be strict about dtype retention for all EAs
- StringDtype handling in Arrow's `_cast_pointwise_result` is moved to the top of the method to prevent duration/timestamp checks from shadowing it

closes #57189
closes #62164

## Test plan
- [x] All extension `test_map` tests pass (Arrow, masked, string, categorical, sparse, datetime, period, numpy, decimal, json, interval)
- [x] Full extension test suite passes
- [x] Series `test_map` tests pass including new `test_map_retains_dtype_with_na`
- [x] Pre-commit hooks pass

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64800,BUG: fix float64 precision loss in Series.interpolate for datetime/timedelta indexes,jbrockmendel,closed,2026-03-23T21:16:39Z,,"## Summary
- When using `Series.interpolate(method=""index"")` or `method=""values""` with a `DatetimeIndex` or `TimedeltaIndex`, the i8 (nanoseconds-since-epoch) values were passed directly to `np.interp`, which converts to float64. Values exceeding 2^53 lose precision, giving incorrect interpolation results.
- Fix by subtracting the minimum i8 value in `_index_to_interp_indices` so that `np.interp` works with small relative offsets. Includes an overflow guard that falls back to float64 subtraction for datetime ranges wider than ~292 years (ns resolution).

## Test plan
- [x] Added regression tests for DatetimeIndex (ns resolution, years 2000/2001, pre-epoch 1950)
- [x] Added regression test for TimedeltaIndex with large values
- [x] All 7 new tests fail on main, pass with the fix
- [x] All existing interpolation tests pass (series + frame)

closes #34601

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64799,PERF: use np.searchsorted for nearest interpolation instead of scipy interp1d,jbrockmendel,closed,2026-03-23T21:15:43Z,,"## Summary
- Replace `scipy.interpolate.interp1d(kind=""nearest"")` with a direct `np.searchsorted` implementation in `_interpolate_1d`, avoiding per-slice scipy object construction overhead.
- As recommended by scipy maintainer `ev-br` in #48236, `interp1d` is a heavy general-purpose interpolator constructor that ultimately delegates to `np.searchsorted` for nearest mode. Creating one per row/column in the `apply_along_axis` loop is wasteful.

## Performance

On the issue reproducer (80,000 × 200 DataFrame, `method=""nearest""`, `axis=1`):

| | Time |
|---|---|
| Before (scipy interp1d) | ~12.2s |
| After (np.searchsorted) | ~1.9s |

closes #48236

## Test plan
- [x] All 288 existing interpolation tests pass
- [x] Added `test_interpolate_nearest_extrapolation` — verifies NaNs outside valid range are not filled
- [x] Added `test_interpolate_nearest_ties` — verifies equidistant tiebreak behavior
- [x] Added `test_interpolate_nearest_limit_direction` — verifies `limit_direction` + `limit_area` interaction
- [x] Added `test_interp_nearest_axis1` — verifies DataFrame `axis=1` (the issue's scenario)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64798,BUG: reject unhashable elements in Index constructor,jbrockmendel,closed,2026-03-23T21:01:38Z,2026-04-25T13:48:21Z,"## Summary
- Closes #20285, closes #61937, closes #60925, closes #11201
- xref #27035, #12693, #57052

`pd.Index` now rejects unhashable elements (e.g. `list`, `dict`, `set`) at construction time rather than silently creating an object-dtype Index that fails on later operations.

- Adds a Cython `check_all_hashable` function in `lib.pyx` that uses `is_scalar` to fast-path common hashable types and only calls `PyObject_Hash` for non-scalars.
- The check is unconditional for all object-dtype arrays entering `Index.__new__`, including the ndarray path. Raises `TypeError`.
- Internal construction via `_simple_new` is unaffected.
- Reverts `_simple_new` bypass in `strings/accessor.py`; `str.split` etc. on Index now correctly raises.
- xfails tests for operations that produce invalid Index objects (str.split/findall/rsplit on Index, apply returning Series on DatetimeIndex, value_counts on unhashable JSON dicts, describe on dict-like elements).

## Test plan
- [x] `pd.Index([[1, 2]])`, `pd.Index([{}])`, `pd.Index([set()])`, `pd.Index([1, [2, 3]])` all raise `TypeError`
- [x] `pd.Index(np.array([[1,2]], dtype=object))` also raises (ndarray path)
- [x] `pd.Index([1, 2, 3])`, `pd.Index([""a"", ""b""])`, `pd.Index([(1, 2)])` still work
- [x] Arrow list dtypes still work
- [x] All affected tests pass or are xfailed

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64797,"BUG: exclude RangeIndex from _can_use_libjoin, fix _union sorting",jbrockmendel,closed,2026-03-23T21:01:03Z,2026-04-03T22:14:54Z,"## Summary

- Exclude `RangeIndex` from `_can_use_libjoin` since `_get_join_target` allocates memory via `np.arange()`, negating the performance benefit of the libjoin fastpath
- Fix a sorting bug in `Index._union` where the result could be unsorted when both inputs were monotonic increasing but disjoint (the code incorrectly assumed that concatenating two monotonic sequences always produces a sorted result)
- Restructure `Index.join` so `RangeIndex._join_monotonic` (which uses pure-Python range operations, not libjoin) is still called even with `_can_use_libjoin=False`

closes #54646

## Test plan

- [x] Added `TestJoinRangeIndexLibjoin` with 6 tests covering `_can_use_libjoin=False`, disjoint/overlapping outer joins, int index fallback, self-join identity, and unconvertible fallback
- [x] Added `test_union_disjoint_monotonic_sorted` verifying union of disjoint monotonic indices respects the `sort` parameter
- [x] All existing test suites pass (indexes, reshape, merge, join, align, reindex — 19,600 tests)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64796,BUG: Index.get_indexer with method and NaT/NaN target returns -1,jbrockmendel,closed,2026-03-23T21:00:36Z,2026-04-02T16:56:35Z,"## Summary
- `Index.get_indexer` with `method=""pad""`, `""backfill""`, or `""nearest""` returned incorrect indices when the target contained `NaT` or `NaN` values. These values are not comparable and should always yield `-1`.
- The root cause was in the searchsorted path: `searchsorted` places `NaT` at the end of the array, so for pad `searchsorted(...) - 1` returned the last valid index instead of `-1`.
- The fix adds a post-processing step in `_get_indexer` that masks `NaT`/`NaN` target entries to `-1`, gated on `_can_hold_na` to avoid overhead for integer/range indexes.

closes #32572

## Test plan
- [x] Added tests for `DatetimeIndex` (tz-aware and tz-naive), `TimedeltaIndex`, and numeric `Index` with `NaN` across all three methods
- [x] Added test for mixed targets (NaT interleaved with real values)
- [x] Full `pandas/tests/indexes/` suite passes (16,612 tests)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64795,"BUG: fix extra trailing bin in resample(""D"", closed=""right"")",jbrockmendel,closed,2026-03-23T21:00:18Z,,"## Summary
- Fixes the regression where `resample(""D"", closed=""right"")` produced an extra trailing empty bin compared to `resample(""24h"", closed=""right"")` when the last value falls on a Day boundary (midnight).
- When `Day` was changed from a `Tick` subclass, the non-Tick path in `_get_timestamp_range_edges` unconditionally extended `last` by one freq. Now it skips the extension when `closed=""right""`, freq is `Day`, and `last` is already at midnight.

closes #62200

## Test plan
- [x] Added `test_resample_D_closed_right_no_extra_bin` — verifies `D` and `24h` produce the same result with `closed=""right""`
- [x] Added `test_resample_D_closed_right_label_right_no_extra_bin` — original reproducer from the issue
- [x] Added `test_resample_D_closed_right_not_on_boundary` — ensures trailing bin is still present when last value is not at midnight
- [x] Full resample test suite passes (4102 passed)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
64794,PERF: speed up lexsort_indexer for numeric dtypes,jbrockmendel,closed,2026-03-23T20:59:39Z,2026-04-02T17:09:50Z,"## Summary

- Skip `Categorical` conversion for numeric numpy arrays (float, int, uint, bool) in `lexsort_indexer` and pass values directly to `np.lexsort`
- Uses negation for descending float and bitwise NOT for descending int/uint/bool to avoid int64 overflow
- ~3x speedup for multi-column `DataFrame.sort_values` on numeric DataFrames (e.g. 3.0s → 1.1s for 1M rows × 10 float64 columns)

The bottleneck was `Categorical()` construction (~190ms per column), which is necessary for non-numeric types but unnecessary for numeric types that `np.lexsort` handles natively.

closes #15389

## Test plan

- [x] All existing sort tests pass (359 passed)
- [x] Added `test_lexsort_indexer_numeric_dtypes`: 20 cases (5 dtypes × 2 order × 2 na_position), each compared against original Categorical-based implementation
- [x] Added `test_lexsort_indexer_float_with_nan`: 4 cases for float NaN placement correctness
- [x] Added `test_lexsort_indexer_int_descending_overflow`: verifies `int64.min` doesn't overflow during descending sort

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
